	0	1
22	1528755844000	0.000135398
23	1528763047000	0.000204931
24	1528770245000	0.00020505
25	1528777444000	0.000204178
26	1528784644000	0.000204362
27	1528791844000	0.000203803
28	1528799055000	0.000204776
29	1528806244000	0.000193205
30	1528813444000	0.000166502
31	1528820655000	0.000145781
32	1528827844000	0.000136642
33	1528835044000	0.000132831
34	1528842244000	0.000133134
35	1528849444000	0.000131706
36	1528856650000	0.000131739
37	1528863844000	0.000131372
38	1528871045000	0.000131945
39	1528878245000	0.000131298
40	1528885445000	0.000128776
41	1528892645000	0.000129698
42	1528899855000	0.000130039
43	1528907044000	0.000128132
44	1528914244000	0.000126761
45	1528921454000	0.000125345
46	1528928644000	0.000125852
47	1528935844000	0.000126506
48	1528943044000	0.000193736
49	1528950254000	0.000195199
50	1528957444000	0.000194773
51	1528964644000	0.00019589
52	1528971855000	0.000130282
53	1528979044000	0.000130377
54	1528986244000	0.00012843
55	1528993447000	0.000127618
56	1529000644000	0.000133423
57	1529007845000	0.000199187
58	1529015043000	0.000199464
59	1529022244000	0.000199122
60	1529029456000	0.000197995
61	1529036645000	0.000197612
62	1529043844000	0.000198818
63	1529051044000	0.000198066
64	1529058244000	0.00013205
65	1529065445000	0.000130458
66	1529072644000	0.000130562
67	1529079844000	0.000131148
68	1529087044000	0.000131374
69	1529094247000	0.000196616
70	1529101443000	0.000130018
71	1529108644000	0.000128787
72	1529115844000	0.000129378
73	1529123054000	0.000129079
74	1529130244000	0.000129105
75	1529137444000	0.00012931
76	1529144644000	0.000130013
77	1529151844000	0.000129999
78	1529159044000	0.000128761
79	1529166244000	0.000127822
80	1529173456000	0.000130876
81	1529180644000	0.000130889
82	1529187857000	0.000131212
83	1529195044000	0.000130805
84	1529202244000	0.000131077
85	1529209444000	0.000195431
86	1529216644000	0.000192451
87	1529223845000	0.000193033
88	1529231044000	0.000196069
89	1529238256000	0.000130598
90	1529245445000	0.000130056
91	1529252645000	0.000130714
92	1529259844000	0.00013096
93	1529267044000	0.000130247
94	1529274256000	0.00019639
95	1529281444000	0.000129781
96	1529288645000	0.000129296
97	1529295845000	0.000193754
98	1529303044000	0.000194162
99	1529310256000	0.000128851
100	1529317444000	0.000129438
101	1529324645000	0.000129593
102	1529331844000	0.000129485
103	1529339044000	0.00012992
104	1529346256000	0.000134532
105	1529353444000	0.000201571
106	1529360644000	0.000201945
107	1529367844000	0.00020208
108	1529375044000	0.00020203
109	1529382244000	0.00020191
110	1529389444000	0.000134488
111	1529396644000	0.000134279
112	1529403844000	0.000152657
113	1529411055000	0.000150908
114	1529418245000	0.000202732
115	1529425445000	0.000201396
116	1529432644000	0.000202365
117	1529439844000	0.000198109
118	1529447056000	0.000195721
119	1529454246000	0.000196426
120	1529461445000	0.000192455
121	1529468644000	0.000132197
122	1529475844000	0.000132584
123	1529483044000	0.000132603
124	1529490244000	0.000132524
125	1529497444000	0.000132564
126	1529504657000	0.000134989
127	1529511844000	0.000144491
128	1529519044000	0.000146462
129	1529526244000	0.000145863
130	1529533444000	0.000145403
131	1529540646000	0.000145895
132	1529547844000	0.000203451
133	1529555044000	0.000202759
134	1529562256000	0.000202522
135	1529569456000	0.000202457
136	1529576645000	0.00020206
137	1529583844000	0.000134771
138	1529591046000	0.000134506
139	1529598244000	0.000134355
140	1529605455000	0.00013421
141	1529612645000	0.000134508
142	1529619844000	0.00020088
143	1529627044000	0.000201071
144	1529634244000	0.000199514
145	1529641446000	0.000137115
146	1529648655000	0.000133267
147	1529655845000	0.000129978
148	1529663044000	0.000187013
149	1529670245000	0.000131321
150	1529677444000	0.000127593
151	1529684644000	0.000127261
152	1529691845000	0.000184628
153	1529699045000	0.000183006
154	1529706245000	0.000180778
155	1529713444000	0.000181472
156	1529720645000	0.000184261
157	1529727844000	0.000183446
158	1529735044000	0.000121398
159	1529742244000	0.000122138
160	1529749444000	0.000122564
161	1529756645000	0.000165568
162	1529763844000	0.000183945
163	1529771044000	0.000184009
164	1529778244000	0.000184062
165	1529785456000	0.000183956
166	1529792656000	0.0001866
167	1529799846000	0.000184182
168	1529807044000	0.000183525
169	1529814244000	0.000181622
170	1529821444000	0.000176486
171	1529828645000	0.000176112
172	1529835844000	0.000176682
173	1529843044000	0.000177355
174	1529850246000	0.000178038
175	1529857455000	0.000117789
176	1529864644000	0.000124188
177	1529871844000	0.000185235
178	1529879055000	0.000123319
179	1529886244000	0.000184092
180	1529893454000	0.000184082
181	1529900645000	0.000184694
182	1529907844000	0.000184514
183	1529915045000	0.000184699
184	1529922255000	0.000185212
185	1529929444000	0.000185532
186	1529936644000	0.000123815
187	1529943844000	0.000186129
188	1529951044000	0.000125813
189	1529958245000	0.000125157
190	1529965456000	0.000125321
191	1529972645000	0.000183925
192	1529979850000	0.000183581
193	1529987048000	0.000180102
194	1529994246000	0.000180938
195	1530001446000	0.000124198
196	1530008643000	0.000157909
197	1530015851000	0.000124314
198	1530023050000	0.000159542
199	1530030243000	0.000156626
200	1530037444000	0.000156533
201	1530044643000	0.000156142
202	1530051843000	0.000152049
203	1530059044000	0.000149016
204	1530066244000	0.000149491
205	1530073444000	0.000149238
206	1530080644000	0.000121771
207	1530087843000	0.000121574
208	1530095043000	0.000121842
209	1530102244000	0.000121674
210	1530109444000	0.000121619
211	1530116643000	0.00012195
212	1530123844000	0.000122303
213	1530131044000	0.000122743
214	1530138244000	0.000138369
215	1530145455000	0.000134385
216	1530152644000	0.000133792
217	1530159844000	0.000132709
218	1530167044000	0.000183127
219	1530174243000	0.000135376
220	1530181444000	0.000133102
221	1530188657000	0.000133626
222	1530195859000	0.00013117
223	1530203044000	0.000122165
224	1530210240000	0.000122182
225	1530217440000	0.000142965
226	1530224640000	0.000131542
227	1530231840000	0.00014016
228	1530239040000	0.000139594
229	1530246240000	0.000121071
230	1530253440000	0.00012016
231	1530260640000	0.000119275
232	1530267840000	0.000118899
233	1530275040000	0.000117915
