DAI808,buy,11109.976061400936
DAI888,buy,10986262.246239921
DAIRUFF,buy,573616415.7677898
DAIXAS,buy,2962383686.759814
DAIXDCE,buy,3603231849240.9375
DAIFLY,buy,1946630136650.2273
DAIXES,buy,99893762681676.94
DAIDOPE,buy,8811173697648463.0
DAICAT2,buy,1.2611323582115323e+18
